"sr_number","sr_type","sr_short_code","created_department","owner_department","status","origin","created_date","last_modified_date","closed_date","street_address","city","state","zip_code","street_number","street_direction","street_name","street_type","duplicate","legacy_record","legacy_sr_number","parent_sr_number","community_area","ward","electrical_district","electricity_grid","police_sector","police_district","police_beat","precinct","sanitation_division_days","created_hour","created_day_of_week","created_month","x_coordinate","y_coordinate","latitude","longitude","location"
"SR26-01532803","Sewer Cave-In Inspection Request","AAD",,"DWM - Department of Water Management","Open","Internet","2026-08-01T14:01:59.000","2026-08-01T14:02:03.000",,"1601 E HYDE PARK BLVD","Chicago","Illinois","60615","1601","E","HYDE PARK","BLVD","false","false",,,"41","5","12","U034","3","02","0234","17",,"14","7","8","1187914.6325578892","1871483.7204581308","41.80244553658","-87.586364663535","
,  
(41.80244553658, -87.586364663535)"
"SR26-01532802","Tree Planting Request","SED",,"Streets and Sanitation","Open","Internet","2026-08-01T14:01:53.000","2026-08-01T14:01:58.000",,"6057 N OTTAWA AVE","Chicago","Illinois","60631","6057","N","OTTAWA","AVE","false","false",,,"10","41","1","W107","1","16","1612","15",,"14","7","8","1124222.3549623832","1939512.8759171758","41.990409000941","-87.818458500002","
,  
(41.990409000941, -87.818458500002)"
"SR26-01532801","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T14:01:52.000","2026-08-01T14:01:53.000","2026-08-01T14:01:53.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,,,,,,,,,,"14","7","8",,,,,
"SR26-01532800","Building Violation","BBA",,"DOB - Buildings","Open","Internet","2026-08-01T14:01:45.000","2026-08-01T14:01:46.000",,"420 W 63RD ST","Chicago","Illinois","60621","420","W","63RD","ST","true","false",,"SR26-01442569","68","20","11","O036","1","07","0711","8",,"14","7","8","1174472.5809917306","1863249.5175549877","41.78016000094","-87.635907000002","
,  
(41.78016000094, -87.635907000002)"
"SR26-01532799","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T14:01:31.000","2026-08-01T14:01:32.000","2026-08-01T14:01:32.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,,,,,,,,,,"14","7","8",,,,,
"SR26-01532798","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T14:01:30.000","2026-08-01T14:01:31.000","2026-08-01T14:01:31.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,,,,,,,,,,"14","7","8",,,,,
"SR26-01532797","Water in Basement Complaint","AAF",,"DWM - Department of Water Management","Open","Mobile Device","2026-08-01T14:01:28.000","2026-08-01T14:01:34.000",,"3833 W 77TH PL",,,,"3833","W","77TH","PL","false","false",,,"70","18","10","G040","3","08","0833","18",,"14","7","8","1151708.3347439265","1852790.8330228173","41.75193600094","-87.719638500002","
,  
(41.75193600094, -87.719638500002)"
"SR26-01532796","Water On Street Complaint","AAE",,"DWM - Department of Water Management","Open","Mobile Device","2026-08-01T14:01:11.000","2026-08-01T14:03:21.000",,"4256 N MENARD AVE",,,,"4256","N","MENARD","AVE","false","false",,,"15","38","3","B012","2","16","1624","20",,"14","7","8","1136819.6058416588","1927938.972310965","41.958432000941","-87.772401000002","
,  
(41.958432000941, -87.772401000002)"
"SR26-01532795","Abandoned Vehicle Complaint","SKA",,"Streets and Sanitation","Open","Mobile Device","2026-08-01T14:01:10.000","2026-08-01T14:01:14.000",,"10520 S ARTESIAN AVE",,,,"10520","S","ARTESIAN","AVE","false","false",,,"72","19","13","J047","1","22","2211","34",,"14","7","8","1161824.8393941706","1834685.8545092999","41.70204900094","-87.683067000002","
,  
(41.70204900094, -87.683067000002)"
"SR26-01532794","Finance Parking Code Enforcement Review","FPCE",,"Finance","Completed","Mobile Device","2026-08-01T14:01:08.000","2026-08-01T14:01:10.000","2026-08-01T14:01:08.000","3923 N SAWYER AVE",,,,"3923","N","SAWYER","AVE","false","false",,,"16","33","4","H013","3","17","1733","5",,"14","7","8","1154106.9448675315","1926025.0647749298","41.952852000941","-87.708897000002","
,  
(41.952852000941, -87.708897000002)"
"SR26-01532793","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T14:00:51.000","2026-08-01T14:00:52.000","2026-08-01T14:00:51.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,,,,,,,,,,"14","7","8",,,,,
"SR26-01532792","Buildings - Plumbing Violation","BBC","311 City Services","DOB - Buildings","Open","Phone Call","2026-08-01T14:00:29.000","2026-08-01T14:00:31.000",,"7552 S ESSEX AVE","Chicago","Illinois","60649","7552","S","ESSEX","AVE","false","false",,,"43","7","12","W040","2","04","0421","3",,"14","7","8","1194085.005970172","1855148.4164937544","41.75747100094","-87.564271500002","
,  
(41.75747100094, -87.564271500002)"
"SR26-01532791","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T14:00:28.000","2026-08-01T14:00:29.000","2026-08-01T14:00:28.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,,,,,,,,,,"14","7","8",,,,,
"SR26-01532790","Weed Removal Request","SCP","311 City Services","Streets and Sanitation","Open","Phone Call","2026-08-01T14:00:24.000","2026-08-01T14:00:25.000",,"956 W 53RD ST","Chicago","Illinois","60609","956","W","53RD","ST","false","false",,,"61","20","11","N034","3","09","0934","5",,"14","7","8","1170602.4120750285","1869738.5841596082","41.79805200094","-87.649906500002","
,  
(41.79805200094, -87.649906500002)"
"SR26-01532788","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T14:00:13.000","2026-08-01T14:00:14.000","2026-08-01T14:00:14.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,,,,,,,,,,"14","7","8",,,,,
"SR26-01532787","Garbage Cart Maintenance","SIE",,"Streets and Sanitation","Open","Mobile Device","2026-08-01T14:00:10.000","2026-08-01T14:00:13.000",,"7404 S INGLESIDE AVE",,,,"7404","S","INGLESIDE","AVE","false","false",,,"69","6","12","S039","2","03","0323","15",,"14","7","8","1183769.0984636678","1856058.7899208353","41.76021600094","-87.602049000002","
,  
(41.76021600094, -87.602049000002)"
"SR26-01532786","Blue Recycling Cart","SRRC",,"Streets and Sanitation","Open","Internet","2026-08-01T13:59:57.000","2026-08-01T13:59:59.000",,"1051 N WINCHESTER AVE","Chicago","Illinois","60622","1051","N","WINCHESTER","AVE","false","false",,,"24","1","5","L020","1","12","1212","16",,"13","7","8","1163292.627389753","1907225.0634406935","41.901075000941","-87.675660000002","
,  
(41.901075000941, -87.675660000002)"
"SR26-01532785","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T13:59:48.000","2026-08-01T13:59:49.000","2026-08-01T13:59:49.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,,,,,,,,,,"13","7","8",,,,,
"SR26-01532784","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T13:59:41.000","2026-08-01T13:59:42.000","2026-08-01T13:59:42.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,,,,,,,,,,"13","7","8",,,,,
"SR26-01532783","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T13:59:38.000","2026-08-01T13:59:39.000","2026-08-01T13:59:39.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,,,,,,,,,,"13","7","8",,,,,
"SR26-01532781","Tree Emergency","SEC","311 City Services","Streets and Sanitation","Open","Phone Call","2026-08-01T13:59:13.000","2026-08-01T13:59:15.000",,"9411 S WABASH AVE","Chicago","Illinois","60619","9411","S","WABASH","AVE","false","false",,,"49","6","14","Q044","3","06","0634","27",,"13","7","8","1178471.097228403","1842531.3411835637","41.72321700094","-87.621876000002","
,  
(41.72321700094, -87.621876000002)"
"SR26-01532780","Tree Emergency","SEC","Streets and Sanitation","Streets and Sanitation","Open","Phone Call","2026-08-01T13:59:13.000","2026-08-01T13:59:15.000",,"3307 W 38TH PL","Chicago","Illinois","60632","3307","W","38TH","PL","false","false",,,"58","12","8","H030","1","09","0911","11",,"13","7","8","1154901.9270461276","1878808.795850746","41.82327000094","-87.707241000002","
,  
(41.82327000094, -87.707241000002)"
"SR26-01532779","Water Lead Test Kit Request","WCA2",,"DWM - Department of Water Management","Open","Mobile Device","2026-08-01T13:59:05.000","2026-08-01T13:59:31.000",,"1033 W LOYOLA AVE",,,,"1033","W","LOYOLA","AVE","false","false",,,"1","49","2","N006","3","24","2432","6",,"13","7","8","1167975.8747483334","1943785.6695076942","42.001299000941","-87.657399000002","
,  
(42.001299000941, -87.657399000002)"
"SR26-01532778","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T13:59:02.000","2026-08-01T13:59:03.000","2026-08-01T13:59:02.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,,,,,,,,,,"13","7","8",,,,,
"SR26-01532777","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T13:58:21.000","2026-08-01T13:58:22.000","2026-08-01T13:58:22.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,,,,,,,,,,"13","7","8",,,,,
"SR26-01532776","Water in Basement Complaint","AAF","311 City Services","DWM - Department of Water Management","Open","Phone Call","2026-08-01T13:58:15.000","2026-08-01T13:58:18.000",,"5400 S WOODLAWN AVE","Chicago","Illinois","60615","5400","S","WOODLAWN","AVE","false","false",,,"41","5","12","S034","3","02","0233","21",,"13","7","8","1185067.232008178","1869785.8951137725","41.79785400094","-87.596860500002","
,  
(41.79785400094, -87.596860500002)"
"SR26-01532775","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T13:58:10.000","2026-08-01T13:58:11.000","2026-08-01T13:58:11.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,,,,,,,,,,"13","7","8",,,,,
"SR26-01532774","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T13:58:02.000","2026-08-01T13:58:03.000","2026-08-01T13:58:02.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,,,,,,,,,,"13","7","8",,,,,
"SR26-01532773","Building Violation","BBA",,"DOB - Buildings","Open","Internet","2026-08-01T13:57:43.000","2026-08-01T13:57:47.000",,"10227 S PEORIA ST","Chicago","Illinois","60643","10227","S","PEORIA","ST","false","false",,,"73","21","13","N046","3","22","2232","17",,"13","7","8","1172213.9382080277","1836875.4407589473","41.70783600094","-87.644961000002","
,  
(41.70783600094, -87.644961000002)"
"SR26-01532772","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T13:57:37.000","2026-08-01T13:57:38.000","2026-08-01T13:57:37.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,,,,,,,,,,"13","7","8",,,,,
"SR26-01532771","Abandoned Vehicle Complaint","SKA",,"Streets and Sanitation","Open","Internet","2026-08-01T13:57:37.000","2026-08-01T13:57:40.000",,"1005 N LEAMINGTON AVE","Chicago","Illinois","60651","1005","N","LEAMINGTON","AVE","false","false",,,"25","37","6","D020","3","15","1531","8",,"13","7","8","1141915.983800427","1906254.3122985251","41.898834000941","-87.754203000002","
,  
(41.898834000941, -87.754203000002)"
"SR26-01532770","Water On Street Complaint","AAE",,"DWM - Department of Water Management","Open","Internet","2026-08-01T13:57:27.000","2026-08-01T14:00:09.000",,"8050 S STEWART AVE","Chicago","Illinois","60620","8050","S","STEWART","AVE","true","false",,"SR26-01312657","44","6","11","O041","2","06","0621","19",,"13","7","8","1174962.1141251952","1851341.4661798927","41.74747200094","-87.634467000002","
,  
(41.74747200094, -87.634467000002)"
"SR26-01532769","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T13:57:05.000","2026-08-01T13:57:06.000","2026-08-01T13:57:06.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,,,,,,,,,,"13","7","8",,,,,
"SR26-01532768","Abandoned Vehicle Complaint","SKA",,"Streets and Sanitation","Open","Internet","2026-08-01T13:56:56.000","2026-08-01T13:57:01.000",,"3653 S EMERALD AVE","Chicago","Illinois","60609","3653","S","EMERALD","AVE","false","false",,,"60","11","9","O030","1","09","0915","21",,"13","7","8","1171975.6817863588","1880438.292971562","41.82738300094","-87.644556000002","
,  
(41.82738300094, -87.644556000002)"
"SR26-01532767","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T13:56:45.000","2026-08-01T13:56:46.000","2026-08-01T13:56:46.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,,,,,,,,,,"13","7","8",,,,,
"SR26-01532766","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T13:56:45.000","2026-08-01T13:56:46.000","2026-08-01T13:56:45.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,,,,,,,,,,"13","7","8",,,,,
"SR26-01532765","Tree Emergency","SEC",,"Streets and Sanitation","Open","Internet","2026-08-01T13:56:32.000","2026-08-01T13:56:34.000",,"6057 N OTTAWA AVE","Chicago","Illinois","60631","6057","N","OTTAWA","AVE","false","false",,,"10","41","1","W107","1","16","1612","15",,"13","7","8","1124222.3549623832","1939512.8759171758","41.990409000941","-87.818458500002","
,  
(41.990409000941, -87.818458500002)"
"SR26-01532764","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T13:56:26.000","2026-08-01T13:56:28.000","2026-08-01T13:56:27.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,,,,,,,,,,"13","7","8",,,,,
"SR26-01532763","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T13:56:09.000","2026-08-01T13:56:10.000","2026-08-01T13:56:10.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,,,,,,,,,,"13","7","8",,,,,
"SR26-01532762","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T13:56:04.000","2026-08-01T13:56:05.000","2026-08-01T13:56:05.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,,,,,,,,,,"13","7","8","1152915.6742450038","1926728.1320401642","41.954805000941","-87.713257500002","
,  
(41.954805000941, -87.713257500002)"
"SR26-01532761","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T13:55:52.000","2026-08-01T13:55:53.000","2026-08-01T13:55:53.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,,,,,,,,,,"13","7","8",,,,,
"SR26-01532760","Building Violation","BBA",,"DOB - Buildings","Open","Internet","2026-08-01T13:55:28.000","2026-08-01T13:55:34.000",,"7119 S MILLARD AVE","Chicago","Illinois","60629","7119","S","MILLARD","AVE","false","false",,,"65","23","10","G039","3","08","0833","30",,"13","7","8","1153339.1398048408","1857043.1574689012","41.76357300094","-87.713550000002","
,  
(41.76357300094, -87.713550000002)"
"SR26-01532759","Water On Street Complaint","AAE","311 City Services","DWM - Department of Water Management","Open","Phone Call","2026-08-01T13:55:19.000","2026-08-01T13:55:22.000",,"1172 E 54TH ST","Chicago","Illinois",,"1172","E","54TH","ST","false","false",,,"41","5","12","S034","3","02","0233","21",,"13","7","8","1185133.6377531332","1869837.951297855","41.797995285715","-87.596615346356","
,  
(41.797995285715, -87.596615346356)"
"SR26-01532758","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T13:55:13.000","2026-08-01T13:55:14.000","2026-08-01T13:55:13.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,,,,,,,,,,"13","7","8",,,,,
"SR26-01532757","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T13:54:34.000","2026-08-01T13:54:35.000","2026-08-01T13:54:35.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,,,,,,,,,,"13","7","8",,,,,
"SR26-01532756","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T13:53:55.000","2026-08-01T13:53:56.000","2026-08-01T13:53:56.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,,,,,,,,,,"13","7","8",,,,,
"SR26-01532755","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T13:53:53.000","2026-08-01T13:53:54.000","2026-08-01T13:53:54.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,,,,,,,,,,"13","7","8",,,,,
"SR26-01532754","311 INFORMATION ONLY CALL","311IOC","311 City Services","311 City Services","Completed","Phone Call","2026-08-01T13:53:38.000","2026-08-01T13:53:39.000","2026-08-01T13:53:39.000","2111 W Lexington ST","Chicago","Illinois","60612","2111","W","Lexington","ST","false","false",,,,,,,,,,,,"13","7","8",,,,,
"SR26-01532753","Garbage Cart Maintenance","SIE",,"Streets and Sanitation","Open","Mobile Device","2026-08-01T13:53:21.000","2026-08-01T13:53:23.000",,"3052 W JEROME ST",,,,"3052","W","JEROME","ST","false","false",,,"2","50","2","I004","1","24","2411","2",,"13","7","8","1154613.6187386983","1949955.0646613804","42.018507000941","-87.706390500002","
,  
(42.018507000941, -87.706390500002)"
"SR26-01532752","Aircraft Noise Complaint","AVN",,"Aviation","Completed","Internet","2026-08-01T13:53:19.000","2026-08-01T13:53:20.000","2026-08-01T13:53:19.000","10510 W ZEMKE RD","Chicago","Illinois","60666","10510","W","ZEMKE","RD","false","false",,,,,,,,,,,,"13","7","8",,,,,
"SR26-01532751","Garbage Cart Maintenance","SIE","311 City Services","Streets and Sanitation","Open","Phone Call","2026-08-01T13:53:12.000","2026-08-01T13:53:14.000",,"957 W 54TH PL","Chicago","Illinois","60609","957","W","54TH","PL","false","false",,,"61","16","11","N034","3","09","0934","15",,"13","7","8","1170624.931358069","1868603.9693511564","41.79493800094","-87.649857000002","
,  
(41.79493800094, -87.649857000002)"
"SR26-01532750","Graffiti Removal Request","GRAF",,"Streets and Sanitation","Open","Mobile Device","2026-08-01T13:53:09.000","2026-08-01T13:53:12.000",,"4657 W IRVING PARK RD",,,,"4657","W","IRVING PARK","RD","false","false",,,"15","45","3","E013","3","17","1731","28",,"13","7","8","1144324.726862946","1926057.5161471255","41.953131000941","-87.744856500002","
,  
(41.953131000941, -87.744856500002)"
